Society_latitude,Society_longitude,Homeland_latitude_of_diasporic_peoples,Homeland_longitude_of_diasporic_peoples,Area_latitude,Area_longitude,Region,Division,Subregion,Area,society,alternative_names,People,People_alternative_names,People2,People3,Preindustrial_Style_clusters,Focal_years,Koppen_climate_terrain,Koppen_code,Preindustrial_Subsistence_taxon,Taxon_id,cantometrics_samplesize,minutage_samplesize,parlametrics_samplesize,phonotactics_samplesize,Language,ISO6393,GlottoID,LevelGlottoID,LangLevParent,FamilyLevGlottocode,Country,Country_id,society_id,C_cid,M_cid,P_cid,Ph_cid,Ch_cid,EA_Prov_name,EA_Prov_#,Culture_Wiki,Society_summary,Notes_1,Notes_2,Culture Sources,"Priority_ranking_for_further_review (see worksheet ""Societies_ranked_for_review"")",HOW WELL WAS THE SOCIETY CHECKED BY KK?,KK_warning_or_question,ADMIN_NOTES_on_how_language_and_D-PLACE_matches_were_assigned,default_DPL_soc_id,default_DPL_PrefName,default_DPL_OrigName,xd_id_1,total_DPLACE_soc_w_xd_id,eHRAF_soc_w_xd_id?,eHRAF_OWC,eHRAF_OWC_Name,eHRAF_SubOWC_in_DPLACE,eHRAF_SubOWC_Name_in_DPLACE,eHRAF_subOWC_FINAL_STATUS_2021,Does_GJB_id_match_multiple_xd_ids,default_DPL_soc_id_2,default_DPL_PrefName_2,default_DPL_OrigName_2,xd_id_2,total_DPLACE_soc_w_xd_id_2,eHRAF_soc_w_xd_id_2?,eHRAF_OWC,eHRAF_OWC_Name,eHRAF_SubOWC_in_DPLACE,eHRAF_SubOWC_Name_in_DPLACE,eHRAF_subOWC_FINAL_STATUS_2021,STATUS_JULY_31_2021,language match checked by KK,D-PLACE match checked by KK,KK_ISSUE
10.79,29.71,,,11.98,30.74,Africa,Northern Africa,E Sahel,"Nuba Mtns, Sudan",Katch,,Nuba Peoples,,,North African Peoples,Old Eurasia,1967,Arid Steppe Hot,BSh,,,2,,,,Katcha,,katc1250,dialect,katc1249,kadu1256,Sudan,,22863,22863,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokatc1250 @WikiNuba,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
29.74,-6.94,,,30.32,-5.83,Africa,Northern Africa,Maghreb,"Draa Valley, Morocco",Drawa,Idrawiyn,Atlas Berbers,,Berbers,North African Peoples,Old Eurasia,1960s; 1955,Warm Desert,BWh,Unclassified Food Producers,scfal1226,2,2,,,Susiua,,susi1238,dialect,tach1250,afro1255,Morocco,,62593,62593,,,,,Oasis Berbers,47,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottosusi1238 @WikiDraaRiver @Lomax1966-72Minutage,,,,,Cc15,Drawa,Drawa (Cc15),xd493,1,Yes,MW11,Shluh,MW11,Shluh and Drawa,MW11_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,,
36.7,4.05,,,36.61,5.51,Africa,Northern Africa,Maghreb,"Kabylie Reg, N Algeria",Kabyle,Iqvayliyen,Atlas Berbers,,Berbers,North African Peoples,Old Eurasia,1913-53,Warm Mediterranean,Csa,PA-Middle East,scfal1158,2,,,,Kabyle,ISO 639-3: kab,kaby1243,language,kaby1243,afro1255,Algeria,,17766,17766,,,,,Mountain and Coastal Berbers,48,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokaby1243 @Ethnokab @WikiKabyle,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match based on name; language from D-PLACE match,Cd4,Kabyle,Kabyle (Cd4),xd522,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
7.61,5.23,,,7.73,4.3,Africa,West Africa,Nigeria,S W Nigeria,Ekiti Yoruba,,Yoruba ,,Benue Congo Peoples,West & Central African Peoples,Tropical Gardeners,1964-73,Tropical Savannah,Aw,AH-Tropical Forest,scfal737,2,,,,Ekiti,ISO 639-3: yor,ekit1244,dialect,yoru1245,atla1278,Nigeria,,62561,62561,,,,,Slave Coast,19,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiEkitiState @Glottoekit1244 @Ethnoyor,NOT_IN_KK_DATA_SHEET_ADD_INFO,NOT_IN_KK_DATA_SHEET_ADD_INFO,NOT_IN_KK_DATA_SHEET_ADD_INFO,NOT_IN_KK_DATA_SHEET_ADD_INFO,Af33,Ekiti,Ekiti (Af33),xd212,1,Yes,FF62,NOT_IN_KK_DATA_SHEET_ADD_INFO,FF62b,NOT_IN_KK_DATA_SHEET_ADD_INFO,NOT_IN_KK_DATA_SHEET_ADD_INFO,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NOT_IN_KK_DATA_SHEET_ADD_INFO,NOT_IN_KK_DATA_SHEET_ADD_INFO,NOT_IN_KK_DATA_SHEET_ADD_INFO,Issue26
-10.12,142.14,,,-10.09,142.2,Australia,Queensland,Torres Straits,Central Western Islands,Badu,Badulgal,Torres Strait Central Western Islanders,,,Indigenous Australians,Warm Latitude Gardeners/ Foragers,1961,Tropical Savannah,Aw,,,2,,,,Kala Lagaw Ya,ISO 639-3: mwp,kala1377,language,kala1377,pama1250,Australia,,62552,62552,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokala1377 @Ethnomwp @WikiBadu,10,NOT CHECKED BY KK,0,"Match based on triangulation using society names, lat/lon information.",B82,Kaurareg,Kaurareg (B82),xd937,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
-21.54,117.01,,,-21.27,116.65,Australia,Western Australia,W Australia N W Coast,"Roebourne/ Fortescue R, Pilbara Reg",Yindjibarndi,Indjibandi,Yindjibarndi,,,Indigenous Australians,Circum-Pacific Hunter/ Foragers,1958,Warm Desert,BWh,HF-Australia,scfal126,2,,,,Yindjibarndi,ISO 639-3: yij,yind1247,language,yind1247,pama1250,Australia,,28315,28315,,,,,,,wiki,The Yindjibarndi people are aboriginal Australian people of Western Australia of the Pilbara territory. The Yindjibarndi frame the most of Aboriginal people throughout the Millstream area,,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoyind1247 @Ethnoyij @WikiYindjibarndi,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
19.08,-102.35,,,18.92,-101.41,Central America,Mexico,C Mexico,Michoacan,Michoacan,,Michoacan Mestizo,,,Mexico Mestizos,,1947-1950; 1947-50,Subtropical Highland,Cwb,,,2,,,,Mexican Spanish,,mexi1248,dialect,stan1288,indo1319,Mexico,,62501,62501,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiMichoacan @Glottomexi1248,6,FAIRLY WELL,0,Linked to Mexican Spanish; no indication recording is of speakers of an indigenous or minority language.,NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_FAIRLY_WELL,DONE,DONE,
17.89,-94.91,,,17.7,-95.23,Central America,Mexico,S W Mexico,Oaxaca/ S E Veracruz,Popoluca,,Mixe-Zoque/ Popolocan Oto-Manguean Peoples,,,Mexico Indigenous Peoples,Nuclear America,,Monsoon,Am,I-Middle America,scfal391,2,,,,Highland Popoluca,,high1276,language,high1276,mixe1284,Mexico,,23904,23904,,,,,Tehuantepec,166,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiPopoluca @Glottohigh1276,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language automatically assigned from D-PLACE match,Nj3,Sierra Popoluca,Popoluca (Nj3),xd1302,2,Yes,NU30,Popoluca,NU30,Popoluca,NU30_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
21.52,-77.78,,,21.64,-78.25,Central America,N Caribbean,Greater Antilles,Cuba,Havana Folk,Cubano; Cuban Folk,Hispano Cubano,,,Caribbean Mestizos,Western Europe,,Tropical Savannah,Aw,,,2,,2,,Cuban Spanish,,cuba1237,dialect,stan1288,indo1319,Cuba,,14191,14191,,14191,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiCamaguey @Glottocuba1237 @Lomax1971-72Parlametrics,10,FAIRLY WELL,0,Matched to language based on society name,SX01,Cubans,Cubans,xd1467,eHRAF_only,Yes,SX01,Cubans,SX01,Cubans,SX01_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Checked_w_GIS,DONE,DONE,
39.76,64.45,,,40.89,71.56,Central Asia,C Central Asia,Central Steppe,"Fergana Valley, Transoxania",Bukharan Jews,Bokharan Jews; Bukharian Jews; Bukhari Jews; Bukharans; Yahudiyoni Bukhoro; Binai Israel,Mizrahi Jews,,C Asian Jews,Central Asia Jews,Old Eurasia,1949; 1959,Semi Arid Steppe Cold,BSk,Old Eurasia,,2,,,,Bukharic,ISO 639-3: bhh,bukh1238,language,bukh1238,indo1319,Uzbekistan,,10555,10555,,,,,,,wiki,The Bukharan Jews are thought to be one of the oldest ethno-religious groups of Central Asia.,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottobukh1238 @Ethnobhh @WikiBukharan,7,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
39.76,64.45,,,40.89,71.56,Central Asia,C Central Asia,Central Steppe,"Fergana Valley, Transoxania",Bukharan Uzbeks,Bokharan Uzbeks; Oʻzbek; Uzbek; Khorezm,Uzbek Turkic Peoples,,Turkic C Asians,Central Asia Turkic Peoples,Old Eurasia,1940s,Semi Arid Steppe Cold,BSk,,,2,,,,Northern Uzbek,,nort2690,language,nort2690,turk1311,Uzbekistan,,28139,28139,,,,28139,,,wiki,"The Uzbeks emerge out of a blending of ancient, settled Iranian populations with a variety of nomadic Mongol or Turkic tribes.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiUzbeks @Glottonort2690,5,"WELL, BUT GIS MAPS NOT USED",0,"The focus of the EA is on the Kongrat tribe, whom from what I understand were concentrated in Khiva, not Bukhara (see 28139). Therefore, preliminary match is of 62302 to EA Eb8.",NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
30.37,111.47,,,31.05,110.62,East Asia,China,C China,C Yangtze,C Chinese Village,,C Han,,,Han Chinese Peoples,Old Eurasia,,Warm Oceanic Humid Subtropical,Cfa,,,2,,4,,Wuhan Mandarin,,wuha1234,dialect,mand1415,sino1245,China,,62309,62309,,62309,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottowuha1234 @WikiHubei @Lomax1971-72Parlametrics,6,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
31.34,118.43,,,31.19,117.7,East Asia,China,E China,Anhui,Wuhu,,E Han,,,Han Chinese Peoples,Old Eurasia,,Warm Oceanic Humid Subtropical,Cfa,AH-Upland South Asia,scfal551,2,,,,Wu Chinese,,wuch1236,language,wuch1236,sino1245,China,,62492,62492,,,,,Chinese,83,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiWuhu @Glottowuch1236 @ArensbergLomax1977Subsistence,10,FAIRLY WELL,0,"GIS, web research. Song metadata suggests recordings are in rural areas; wikipedia suggests appropriate language match is ""wuch1238""; based on this (and proximity), I have tentatively matched this to Ed15b Chekiang (but see other GJB matches)",Ed15b,Chekiang,Chekiang (Ed15b),xd643,2,Yes,AE15,Han Chinese,AE15,Han Chinese,AE15_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Checked_w_GIS_and_Web,DONE,DONE,
39.91,116.41,,,37.59,117.37,East Asia,China,N China,N China Plain,Beijing Folk,Danxianpaiziqu; Shuochang Storytellers,Urban Chinese,,,Han Chinese Peoples,Old Eurasia,,Humid Continental,Dwa,,,2,,,,Beijing Mandarin,,beij1234,dialect,mand1415,sino1245,China,,62315,62315,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottobeij1234 @WikiDongcheng,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
36.88,103.45,,,37.75,99.78,East Asia,China,N W China,N Tibetan Plateau,N W Chinese Folk,,Han/ Tibetan/ Mongol/ Hui/ Tu,,,Han Chinese/ Tibetan/ Mongol/ Chinese Muslim/ Tu Peoples,Old Eurasia,1983;,Tundra,ET,,,2,,,,Central Plain Guanhua,,huab1238,dialect,mand1415,sino1245,China,,62307,62307,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiXining @Glottohuab1238,3,NOT CHECKED BY KK,0,Language assigned by GJB.,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
26.57,107.24,,,25.69,108.74,East Asia,China,S China,Nanzhao Plateau,Mulam,Mulao; Bendiren; Jin; Ling; Mulaozu,Kam-Sui,,,Tai Peoples,Old Eurasia,1983,Warm Oceanic Humid Subtropical,Cfa,,,2,,,,Mulam,ISO 639-3: mlm,mula1253,language,mula1253,taik1256,China,,21852,21852,,,,,,,wiki,"Even though the Mulam people no longer practice and implement their religion into their daily life, habitually the Mulam have been generally animists. Each month they observed various festivals. One of the most substantial and celebrated was the festival Yifan. During this festival various animals were sacrificed and traditional dances performed.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottomula1253 @Ethnomlm @WikiMulao,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
30.61,104.06,,,29.93,105.67,East Asia,China,S W China,Chongqing/ Sichuan,Sichuan,"Sichuan, Sze Chuan, Si Ch'uan, Sichaunese, Szechwan",S W Han,,,Han Chinese Peoples,Old Eurasia,1957; 1970s;,Dry Winter Humid Subtropical,Cwa,,,2,,,,Southwestern Guanhua,,xina1239,dialect,mand1415,sino1245,China,,62306,62306,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiSichuanese @Glottoxina1239,10,FAIRLY WELL,0,"GIS; note that geographically this GJB society is a good match for ""Lolo Ed2"", but the song metadata suggests the recordings were made in the city of Chongqing, and make no mention of the singers being members of a minority ethnic group. Therefore, not matched, and language assumed to be the dominant dialect of Mandarin of Chongqing.",NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Checked_w_GIS,done,done,
22.01,99.74,,,22.85,99.79,East Asia,China,S W China,S W Yunnan,Blang,Bulong,Waic S W Minorities,,,Austroasiatic Peoples,Old Eurasia,1983,Dry Winter Humid Subtropical,Cwa,,,2,,,,Blang,ISO 639-3: blr,blan1242,language,blan1242,aust1305,China,,12337,12337,,,,,,,wiki,"The Blang people are arranged into exogamous clans. Some villages were traditionally consisted of in average of 100 households depicting up to a dozen clans. The land where  villagers live, belonged to the villagers in common, but each clan had permanent ownership of a part of that land. ",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoblan1242 @Ethnoblr @WikiBlang,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
24.85,106.71,,,27.64,104.16,East Asia,China,S W China,Yunnan-Guizhou Plateau,Bouyei,"Bo-I; Bui; Chung-Chia; Dioi; Giay; Pui; Pujai; Pu-Jui; Puyi; Zhongjia; Puyi, Buyei; Buyi;  Buxqyaix; Puzhong; Burao; Puman",Bouyei Rau S W Minorities,,Tai Peoples,Tai Peoples,Chinese Minority,1983,"Dry Winter Humid Subtropical, Tropical Savannah","Cwa, Aw",AH-Tropical Forest,scfal726,2,,,,Bouyei,ISO 639-3: pcc,bouy1240,language,bouy1240,taik1256,China,,12920,12920,,,,,,,wiki,"The Bouyei are the native Tai peoples of Guizhou (southwestern part of China). They are one of the oldest and earliest peoples of China, living in the area for more than 20 centuries. During the Nanlong Rebellion of 1797, the Bouyei were subjected to a strong repression that led many of them to migrate to Vietnam. Bouyei dwell along nearby valleys and rivers and benefit from fertile land and a mild climate. Their practice sophisticated forms of agriculture and forestry, with rice as their staple crop. Their tea culture is their own, and includes honeysuckle and other plants. They enjoy the pickled sour vegetables, glutinous rice, brawn, sausage and blood curd.",,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobouy1240 @Ethnopcc @WikiBouyei,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
30.13,102.93,,,27.64,104.16,East Asia,China,S W China,Yunnan-Guizhou Plateau,Yi,Axi; Lolo; Loulou; Misaba; Nosu; Sani; Wuman; Nuosuo; Nuosu; Nasu; Luowu; Misapo,Yi S W Minorities,,,Loloish Speaking Peoples,Chinese Minority,1983,Humid Subtropical Oceanic Highland,Cwb,PA-East Asian Intensive,scfal1058,2,,,,Sichuan Yi,ISO 639-3: iii,sich1238,language,sich1238,sino1245,China,,20032,20032,,,,,Southwest China,84,wiki,"The Yi speak a Tibetan-Burman language divided into six major dialects, and have a very old, a syllabic script developed in the 13th c. or before. They are uplands farmers (traditionally swidden) and herders who live mostly in Sichuan and Yunnan in the Greater and Lesser Liangshan mountain ranges at 2000-3500 m. The Yi have traditionally been subsistence farmers who did copper-smithing and woodwork in the agricultural off season. Potatoes and maize are the staples of the Yi diet. Buckwheat, wheat and oats are also grown. Acorns, wild greens and herbs are collected in the forest; sheep, goats, pigs, cattle are raised; and hunting and fishing are practiced.One of the passions of the Yi people is to make music, and they are generally gifted musicians on traditional and contemporary instruments. The Yi also love dancing, their dance movements have some strong acrobatic motions.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottosich1238 @Ethnoiii @WikiYi,7,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language match in GJB corresponds to that assigned by matched D-PLACE society; assume correct.,Ed2,Lolo,Lolo (Ed2),xd645,2,Yes,AE04,Yi,AE04,Yi,AE04_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
36.03,139.85,,,35.54,139.14,East Asia,Japan,C Japan,Kanto Reg,Kanto,,Japanese Villagers,,,Japanese Peoples,Village Japan,1943,Warm Oceanic Humid Subtropical,Cfa,,,2,1,,,Kantō,,kant1251,dialect,nucl1643,japo1237,Japan,,30054,30054,30054,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokant1251 @WikiKanto @Lomax1966-72Minutage,9,"WELL, BUT GIS MAPS NOT USED",0,"EA Ed5 focus is ""Okayama,"" therefore only GJB62405 selected as a match. However, there are a number of other GJB cultures that are in Japan, including this one: GJB62532, 62406, 17513, 17524, 30055, 30053, 30056, 62407, 29288, 30052, 30054, 17502",NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,Prelim_DONE_but_GIS_not_used,Prelim_DONE_but_GIS_not_used,
35.69,139.69,,,35.54,139.14,East Asia,Japan,C Japan,Kanto Reg,Tokyo,Japanese,Urban Japanese,,,Japanese Peoples,Old Eurasia,1943,Warm Oceanic Humid Subtropical ,Cfa,,,2,,,,Tōkyō,,toky1238,dialect,nucl1643,japo1237,Japan,,17502,17502,,,,17502,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottotoky1238 @WikiTokyo,10,"WELL, BUT GIS MAPS NOT USED",0,"EA Ed5 focus is ""Okayama,"" therefore only GJB62405 selected as a match. However, there are a number of other GJB cultures that are in Japan, including this one: GJB62532, 62406, 17513, 17524, 30055, 30053, 30056, 62407, 29288, 30052, 30054, 17502",NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,Prelim_DONE_but_GIS_not_used,Prelim_DONE_but_GIS_not_used,
46.37,11.66,,,46.51,11.42,Europe,Central Europe,Alpine Europe,Italian Alps,Trentino Alto Adige,,Tyroleans,,Alpine Peoples,Germanic Peoples,Old Europe,1954,"Cold, No Dry Season/ Cold Summer",Dfc,,,2,,,,Ladin,ISO 639-3: lld,ladi1250,language,ladi1250,indo1319,Italy,,30106,30106,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoladi1250 @Ethnolld @WikiTrentino,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
48.87,6.21,,,49.36,6.41,Europe,Central Europe,France/ Germany,Lorraine,Lothringen,Lorraine; Louréne; Lottringe; Loutrengen,Lothringians,,Middle Europeans,Germanic Peoples,Old Europe,1958,"Temperate, No Dry Season/ Warm Summer",Cfb,,,2,,,,Lothringisch,,loth1238,dialect,pala1330,indo1319,France,,50255,50255,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoloth1238 @WikiLorraine,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
51.33,12.38,,,49.07,11.48,Europe,Central Europe,Germany,Bavaria,Bavaria Munich High Germany,,Bavarians,,Middle Europeans,Germanic Peoples,Old Europe,1955,"Cold, No Dry Season/ Hot Summer",Dfa,,,2,,,,German,ISO 639-3: deu,stan1295,language,stan1295,indo1319,Germany,,15819,15819,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiBavaria @Glottostan1295,9,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language match based on society name and description only.,NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,KK_GJB_LANGUAGES_MATCH,DONE,DONE,
51.43,7.66,,,51.35,7.42,Europe,Central Europe,Germany,N Rhine-Westphalia,Rhine-Westphalia,Nordrhein-Westfalen,Westphalian Germans,,Middle Europeans,Germanic Peoples,Old Europe,1955; 1958,"Temperate, No Dry Season/ Warm Summer",Cfb,,,2,,1,,Westphalic,ISO 639-3: wep,west2356,language,west2356,indo1319,Germany,,15841,15841,,15841,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottowest2356 @Ethnowep @WikiRhineWestphalia @Lomax1971-72Parlametrics,9,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
61.89,-6.91,,,62.17,-7.03,Europe,Northern Europe,Nordic Region,Faroe Islands Archipelago,Faroe Islands,Faroese,Icelandic Norse,,Scandinavians,Nordic Peoples,Western Europe,,Cold No Dry Season/ Cold Summer,Dfc,,,2,,,,Faroese,ISO 639-3: fao,faro1244,language,faro1244,indo1319,Scotland,,15225,15225,,,,15225,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottofaro1244 @Ethnofao @WikiSandoy,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
