Cu_lat,Cu_long,Area_lat,Area_long,Region,Division,Subregion,Area/Kingdom,Culture,Alt_culture_names,Arensberg-Lomax_clusters,Focal_years,C_sample_size,Koppen_climate_terrain,Koppen_code,Arensberg/Lomax_taxon,Taxon_id,Language,Lang_Family,Lang_Family_Tree,ISO_code,Glottocode,Country,culture_id,D-Place_Id,People/Culture
-14.14,133.01,-14.96,133.23,Australia,Northern Territory,Arnhem Land,Roper R Reg,Jawoyn,Djauan; Tjauen; Djouan; Djauun; Jawin; Chau-an; Tweinbol; Adowen; Djawin; Djawun; Djauwung; Charmong,Circum-Pacific Hunter/ Foragers,1948,1.0,Tropical Savannah,Aw,,,Jawoyn,Gunwinyguan,"Arnhem, Gunwinyguan, Western Gunwinyguan",ISO 639-3: djn,djau1244,Australia,30067,,"The Jawoyn live in a remote area in the Northern Territory, home of Aboriginal rock art dating back thousands of years. Mining brought contact with Europeans in 1913. Their labor was exploited, but later a deal was negotiated with the mining company allowing mining in exchange for hiring Aboriginal workers, providing scholarships, and promoting tourism."
-14.52,132.86,-14.96,133.23,Australia,Northern Territory,Arnhem Land,Roper R Reg,Rembarrnga,Barunga; Rembarunga; Kaltuy; Rainbargo; Rembarranga; Rembarrnga; Rembarrunga; Barung; Beswick Creek Settlement; ,Circum-Pacific Hunter/ Foragers,1961-62,1.0,Tropical Savannah,Aw,,,Rembarunga,Gunwinyguan,"Arnhem, Gunwinyguan, Gunwinyguan Bak, Jala",ISO 639-3: rmb,remb1249,Australia,30076,,"The Rembarrnga, otherwise known as the Rembarunga, are an indigenous Australian people of the Northern Territory. The Rembarunga are a small aboriginal community who, after Europeans came, worked in the mines of Maranboy. When the mines closed in 1945 the community moved away, but returned when the government developed the area by building housing and schools and creating employment opportunities, including the beginnings of a peanut farm."
-12.34,133.34,-11.59,133.58,Australia,Northern Territory,Coastal & Island West Arnhem,Arafura Sea,Gunbalang,Gunbarlang; Kunbarlang; Warlang; Gambalang; Gunbulan; Gunbalanya,Circum-Pacific Hunter/ Foragers,1948,1.0,Tropical Savannah,Aw,,,Kunbarlang,Gunwinyguan,"Arnhem, Gunwinyguan, Marne",ISO 639-3: wlg,kunb1251,Australia,30068,,
-12.34,133.34,-11.59,133.58,Australia,Northern Territory,Coastal & Island West Arnhem,Arafura Sea,Kunwinjku,Gunwinggu; Bininj Gunwok; Mayali,Circum-Pacific Hunter/ Foragers,1948; 1961-62,3.0,Tropical Savannah,Aw,,,Kunwinjku,Gunwinyguan,"Arnhem, Gunwinyguan, Gunwinggic, Marne, Central Gunwinyguan, Bininj Kun-Wok",,gunw1252,Australia,30073,,Kunwinjku land lies in the area famous for traditional Aboriginal rock art. Artists belong to clans and visually represent the ancestral creation stories or ‘Dreamings’ of their clan. Each clan has an estate where they hunt and gather edible plants and other necessities. Ancestral beings are believed to have created the features of the land. Spirits that animate an individual’s life reside there and at their death the spirit goes back to a Dreaming place. 
-11.84,133.19,-11.59,133.58,Australia,Northern Territory,Coastal & Island West Arnhem,Arafura Sea,Maung,Mawung; Mawng; Gun-marung; Warruwi,Circum-Pacific Hunter/ Foragers,1948,3.0,Tropical Savannah,Aw,,,Mawng,Iwaidjan Proper,"Iwaidjan, Iwaidjan Proper",ISO 639-3: mph,maun1240,Australia,30084,,
-11.63,130.96,-11.59,133.58,Australia,Northern Territory,Coastal & Island West Arnhem,Arafura Sea,Tunuvivi,Tiwi; Wongak; Nimara,Circum-Pacific Hunter/ Foragers,1948,1.0,Tropical Savannah,Aw,C-Australia,scfal18,Tiwi (language isolate),Tiwi (language isolate),Isolated language,ISO 639-3: tiw,tiwi1244,Australia,30077,,"For the Tiwi people, music has built and played an important part of their live features. They sing regarding many important aspects of their lives, as well as cooking, family, hunting, nature and the Australian outback. Their land has been passed down from generation to generation and plays crucial part of their lives; they sing songs about the land praising and expresing their appreciation and love towards it. The Tunuvivi people of the Tiwi Islands in the Arafura Sea live by hunting, fishing, agriculture, native arts, and tourism. Their creation stories place them living on the islands as far back as 7,000 years. Tiwi art includes woodcarvings of birds from Tiwi mythology. Each bird has different meanings: some predict monsoon rains, others warn of cyclones or death."
-12.86,130.74,-13.55,130.38,Australia,Northern Territory,N Coast,Victoria Daly Reg,Wadjiginy,Amijangal; Worgite; Waggait; Wagatsch; Worgait; Wadjiginy; Wogait,Circum-Pacific Hunter/ Foragers,1948,4.0,Tropical Savannah,Aw,C-Australia,scfal17,Wadjiginy (language isolate),Wadjiginy (language isolate),Wadjiginy (language isolate),ISO 639-3: wdj,wadj1254,Australia,11078,,"The Wadjiginy, also historically called as the Wogait, are native Australian people of the Northern Territory. ""The term Wogaitj (also spelt Waugeit and Worgait) (from the Batjamalh word wagatj, meaning ‘beach’) generally referred to a grouping of people encompassing various language groups whose traditional country lay along the coast to the south of the Cox Peninsula, including speakers of Batjamalh, Kiyuk, Emmi/Mendhe and Marri Ammu/Marri Tjevin."" (Barwick and Marrett) The Wogait are hunter-gatherers who hunt kangaroos, wallabies, emus, bustards, and other large game along with small animals like lizards. Children are taught skills through playing games and joining adults in hunting and gathering activities."
-14.25,129.54,-14.25,129.51,Australia,Northern Territory,N Coast,Wadeye Area,Magatige,Maritige; Muringata; Muringe; Berinken; Berinkin; Berringin; Brinken; Brinkan; Mati Ke ,Circum-Pacific Hunter/ Foragers,1948,5.0,Tropical Savannah,Aw,,,Maringarr-Matige,Western Daly,"Western Daly, Bringen",,mari1418,Australia,30074,,"The Magatige people are aboriginal Australian people. Their ancestral lands are located in the Wadeye region in the Northern Territory. ""The grouping term Brinken (Brinkin) was used to describe language groups... from the Moyle River south to the Fitzmaurice, including speakers of Magati Ge, Marri Ngarr and Murrinh-patha, amongst others."" (Barwick & Marett) The Magatige's native language is in danger of extinction. The Magatige live along a coastal strip on the north side of Port Keats in Australia near the Moyle River swamplands. The area is inundated seasonally and has an abundance of fish and bird species. "
-16.92,145.99,-16.68,145.45,Australia,Queensland,Far North Queensland,Coral Sea Coast,Yidinji,Yidiñ; Yarrabah,Circum-Pacific Hunter/ Foragers,1966,1.0,Tropical Savannah,Aw,,,Yidiñ,Pama-Nyungan,"Pama-Nyungan, Yimidhirr-Yalanji-Yidinic, Yidinic",ISO 639-3: yii,yidi1250,Australia,30079,,"The Yidinji people, also known as the Yidiñ, are an aboriginal Australian ethnic group who live in Far North Queensland. Traditional language spoken by members of this tribe is the Yidiny language. An Anglican mission established in 1893 in Yidinji territory encouraged indigenous people to relocate there from homelands in the surrounding area. In 1957 the Yidinji refused to work in protest of poor the working conditions, poverty, and harsh administration. The Government of Queensland assumed control of the mission and eventually the Yidinji were allowed to assume self-government and were given control of the land."
-9.57,143.77,-9.57,143.77,Australia,Queensland,Torres Straits,Erub Island,Erubam Le,,Warm Latitude Gardeners/ Foragers,1961,1.0,Tropical Savannah,Aw,,,Meriam,Eastern Trans-Fly,"Trans-Fly, Eastern Trans-Fly",ISO 639-3: ulk,meri1244,Australia,30200,,
-9.92,144.05,-9.44,142.61,Australia,Queensland,Torres Straits,Northwestern Islands,Saibai Islanders,,Warm Latitude Gardeners/ Foragers,1961,5.0,Tropical Savannah,Aw,,,Kala Lagaw Ya,Pama–Nyungan,Pama–Nyungan,ISO 639-3: mwp,kala1377,Australia,30098,,
-9.92,144.05,-9.92,144.05,Australia,Queensland,Torres Straits ,Mer Island,Murray Islanders,Mer,Warm Latitude Gardeners/ Foragers,1961,5.0,Tropical Savannah,Aw,AH-Melanesian Shoreside,scfal470,Meriam,Eastern Trans-Fly,Eastern Trans-Fly,ISO 639-3: ulk,meri1244,Australia,21946,,"The Melanesian Meriam people are Indigenous Australian group, who live on a small volcanic island called Mer or Murray Island. The island is situated in the eastern section of Torres Strait of Queensland, Australia."
-26.97,131.3,-28.42,115.36,Australia,Western Australia,Midwest Reg,Midwest Reg,Aṉangu,Yarnangu; Yaṉangu; Ngaanyatjarra; Pitjantjatjara; Yankunytjatjara ,Circum-Pacific Hunter/ Foragers,1956,3.0,Warm Mediterranean,Csa,,,Nhanda,Pama-Nyungan,"Pama-Nyungan, Kartu-Nhanda",ISO 639-3: nha,nhan1238,Australia,23728,,"The Anangu people's cuture is deeply influenced by stories that have been passed down from generation to generation through thousands of years. Rituals and ceremonies shape a great part of life for the Anangu people. They are the ideal example for telling and sharing with younger generations their traditional stories and keeping ancient narratives living in the current day. The Anangu live in the Western Desert of Australia. They had lived in towns but faced a range of problems and during the 1980s many relocated to the more remote traditional tribal lands and returned to being hunter-gatherers. They live on the resources their very arid environment provides — seeds, fruits, and small mammals and reptiles. They are connected through the belief in ancestral cosmology and perform rituals to keep the balance between nature and humans, guaranteeing the production of rain and food."
-20.63,121.39,-20.52,119.76,Australia,Western Australia,W Australia N W Coast,Pilbara Reg,Njangumarda Kundal; Njangumarda Iparuka,Nyangumarta; Njangamarda,Circum-Pacific Hunter/ Foragers,1955; 1960,8.0,Warm Desert,BWh,,,Nyangumarta,Pama-Nyungan,"Pama-Nyungan, Desert Nyungic, Marrngu",ISO 639-3: nna,nyan1301,Australia,27963,,"The Nyangumarda people are spread out over the northwest coast of Western Australia. Their traditional home, officially recognized in 2009 by the Federal Court of Australia, ranged from the Great Sandy Desert to Eighty Mile Beach, about 40,000 square kilometers. They regularly return to their tribal land, to which they are spiritually connected. When Nyangumarda individuals are born each is associated with a specific place that becomes the core of their spiritual and cultural well-being."
-21.54,117.01,-21.27,116.65,Australia,Western Australia,W Australia N W Coast,"Roebourne/ Fortescue R, Pilbara Reg",Yindjibarndi,Indjibandi,Circum-Pacific Hunter/ Foragers,1958,2.0,Warm Desert,BWh,HF-Australia,scfal126,Yindjibarndi,Pama-Nyungan,"Pama-Nyungan, Pilbara, Ngayarda, Yindjibarndi-Kurrama",ISO 639-3: yij,yind1247,Australia,28315,,The Yindjibarndi people are aboriginal Australian people of Western Australia of the Pilbara territory. The Yindjibarndi frame the most of Aboriginal people throughout the Millstream area
15.35,-86.91,15.84,-85.79,Central America,Central American Mainland,Belize/ Guatemala/ Honduras/ Nicaragua,Honduras Caribbean Coast,Garifuna,Garinagu: Black Caribs,Tropical Gardeners,1950,1.0,Monsoon,Am,I-Amazon; AH-Eastern Maritimes,scfal298; scfal495,Garifuna,Arawakan,"Arawakan, Northern Maipuran, Caribbean Arawakan, Island Carib-Garifuna",ISO 639-3: cab,gari1256,Belize; Guatemala; Honduras; Nicaragua,12321,,"The Garifuna people, also known as the Garinagu, are descendants of Afro-Caribbean and Arawak/Carib people. Their original homeland was St. Vincent’s, where they were the dominant population until the British found it convenient to move them to Central America. They farm and fish in coastal Honduras, Belize, Nicaragua, and Columbia, and also have small businesses and successful professionals in metropolises like New York. The Garifuna are matrilocal and strongly affiliated with the traditions and rituals of their Afro-Caribbean heritage. They maintain a spiritual connection with their ancestors through a ritual called “Dugu.” Rites of healing, dancing, drumming, and communing with the spiritual world are facilitated with the help of a shaman."
7.53,-76.75,7.62,-77.46,Central America,Central American Mainland,Colombia/ Panama,"Choco Dept, Colombia/  Darien Prov, Panama",Emberá,Choco; Embera; Embera-Wounaan; Catío; Atrato; Bedea; Darién,Nuclear America,1971,1.0,Tropical Rainforest,Af,I-Amazon,scfal303,Northern Emberá,Chocoan,"Chocoan, Embera, Atrato, Panama-Baudo-Atrato",ISO 639-3: emp,nort2972,Colombia; Panama,13762,,
7.11,-76.86,9.58,-78.75,Central America,Central American Mainland,Colombia/ Panama,San Blas Islands,Guna,Cuna; Kuna; Dule; Tule,Nuclear America,1954; 1960; 1960-61,10.0,Monsoon,Am,I-Eastern,scfal352,Kuna,Chibchan,"Chibchan, Core Chibchan, Isthmic Chibchan, Eastern Isthmic Chibchan",,kuna1280,Panama,14235,,
13.67,-87.51,14.07,-87.02,Central America,Central American Mainland,Honduras,Yeguare Valley,Honduras,Guaymuras; Guaimura; Higueras; Mestizo,Circum-Pacific Hunter/ Foragers,1950-54,3.0,Tropical Savannah,Aw,,,Honduran Spanish,Indo-European,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Castilic, Spanish",,,Honduras,21288,,
15.16,-84.29,13.02,-83.7,Central America,Central American Mainland,Honduras/ Nicaragua,Miskito Coast,Miskito,Miskito Sambu; Miskitu; Tauira; Tawira,Circum-Pacific Hunter/ Foragers,1981,5.0,Tropical Rainforest,Af,Ux (Undifferentiated Extractors),scfal114,Mískito,Misumalpan,Misumalpan,ISO 639-3: miq,misk1235,Nicaragua,21440,,
8.42,-78.15,7.88,-77.76,Central America,Central American Mainland,Panama,"Darien Prov, Panama",Waunana,Noanama,Nuclear America,1960-61,3.0,"Tropical Rainforest, Tropical Savanna","Af, Aw",,,Wounaan (also known as Woun Meu),Chocoan,Chocoan,ISO 639-3: noa,woun1238,Panama,22705,,
18.23,-63.05,18.22,-63.03,Central America,E Caribbean,Lesser Antilles/ Leeward Islands,Anguilla,Anguilla,Malliouhana,Tropical Gardeners,1962,23.0,Semi Arid Steppe Hot,BSh,,,Caribbean English Creole,Indo-European,"Indo-European, Germanic, Anglic, Middle-Modern English, Guinea Coast Creole English",,cari1284,Anguilla (UK),10671,,"Anguilla is a British Overseas Territory. Its inhabitants are mainly descendants of slaves transported from Africa. Agriculture is minimal as the soil is poor and rainfall scarce, and most food supplies are imported. Raising livestock, fishing, and shipbuilding are other means of livelihood. The extended family is the central unit of Anguilla society. Kin groups are female-centered and women have important roles in decision-making."
16.25,-61.57,16.28,-61.42,Central America,E Caribbean,Lesser Antilles/ Leeward Islands,Leeward French Antilles,Guadeloupe,Gwadloup,Tropical Gardeners,1962,11.0,Tropical Savannah,Aw,,,Guadeloupean Creole French,Indo-European,"Indo-European, Italic, Romance, Oil, Macro-French",ISO 639-3: gcf,guad1242,Guadeloupe (France),16182,,"1960s Guadeloupean youth rediscovered the forbidden gwoka, gros-ka, tradition of drumming, making it a voice for nationalist aspirations. Gwoka sociétés for mutual aid were established in the 1600s by slaves to raise funds to purchase their freedom, to pay for funerals, and for entertainment."
15.43,-61.34,17.9,-62.83,Central America,E Caribbean,Lesser Antilles/ Leeward Islands,Leeward French Antilles,St. Barthélemy,Ouanalao; St. Barthelemy,Western Europe,1962,12.0,Tropical Savannah,Aw,,,Lesser Antillean French Creole,Indo-European,"Indo-European, Italic, Latinic, Romance, Gallo-Rhaetian, Oil, Macro-French",,less1242,France,15533,,"Colonized by France in the 1600s, this tiny arid island was for centuries populated by French sailors, Africans, fisherman and small farmers. African percussion features in European instrumental forms like quadrille; vocal music recalls the metrical and strophic forms of the French chanson in its metrical and strophic forms, evoking medieval European themes and characters."
18.34,-64.89,18.34,-64.73,Central America,E Caribbean,Lesser Antilles/ Leeward Islands,Virgin Islands,Virgin Islands,,Tropical Gardeners,1946-52,1.0,Tropical Savannah,Aw,,,Virgin Islands Creole English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Eastern Carribean Creole",ISO 639-3: vic,virg1240,U.S. Virgin Islands,28282,,
15.41,-61.33,15.41,-61.35,Central America,E Caribbean,Lesser Antilles/ Windward Islands,Dominica,Dominica,Dominique; Wai‘tu kubuli,Tropical Gardeners,1962,48.0,Tropical Rainforest,Af,,,Lesser Antillean French Creole,Indo-European,"Indo-European, Italic, Latinic, Romance, Gallo-Rhaetian, Oil, Macro-French",,less1242,France,14697,,"Dominica’s people are descended from Africans, Europeans (Spanish, English, French), and Carib Indians who migrated from South America around 3000 B.C.E. and are today called Kalinago. The Kalinago live on a reserve on the eastern coast of Dominica. Highly inventive Afro-Caribbean musical traditions of all kinds flourished in rural Dominica through the 1960s."
12.47,-61.44,12.66,-61.25,Central America,E Caribbean,Lesser Antilles/ Windward Islands,Grenadines,Carriacou,,Tropical Gardeners,1956; 1962,73.0,Tropical Rainforest,Af,AH-Afro-America,scfal978,Grenadian Creole English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Middle-Modern English, Eastern Carribean Creole, Grenada-Tobago Creole",ISO 639-3: gcl,gren1247,Grenada,13223,,"The people of Carriacou have close ties with their African roots and traditions. They hold Maroon festivals, long wakes with games, and the Big Drum, or Tombstone, Feast to celebrate their West African roots and ancestors and to commemorate dead relatives. On the northeast side of the island, where African fishermen and Scots-Irish boat-builders settled, there still exists a strong boat-building culture and a string band quadrille tradition."
12.21,-61.63,12.66,-61.25,Central America,E Caribbean,Lesser Antilles/ Windward Islands,Grenadines,Grenada,Grenadian; Grenadine,Tropical Gardeners,1962,40.0,Tropical Savannah,Aw,,,Grenadian Creole English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Middle-Modern English, Eastern Carribean Creole, Grenada-Tobago Creole",ISO 639-3: gcl,gren1247,Grenada,16138,,
17.17,-62.57,17.34,-62.78,Central America,E Caribbean,Lesser Antilles/ Windward Islands,Saint Kitts and Nevis,St. Kitts and Nevis,Nevisian; Oualie; Dulcina,Tropical Gardeners,1962,12.0,Tropical Savannah,Aw,,,Antigua and Barbuda Creole English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, Caribbean English Creole, Gullah-Nevis-Antigua",ISO 639-3: aig,anti1245,St. Kitts and Nevis,22408,,
13.89,-60.97,13.88,-60.98,Central America,E Caribbean,Lesser Antilles/ Windward Islands,St Lucia,St. Lucia,Sainte-Lucie,Tropical Gardeners,1962;,28.0,Tropical Rainforest,Af,,,Saint Lucian Creole French,Indo-European,"Indo-European, Italic, Romance, Oil, Macro-French",ISO 639-3: acf,sain1246,St. Lucia,26137,,"St. Lucia, otherwise known as ""Helen of the West Indies"" first came under French rule in 1660, at which time a treaty was signed with its native Carib tribe. For the next 200 years, amid the growth of sugar production, the island nation was attacked repeatedly by the competing nations of England and France and frequently changed alligence."
10.45,-61.28,10.45,-61.29,Central America,E Caribbean,Lesser Antilles/ Windward Islands,Trinidad & Tobago,Indo-Trinidad,,Old Eurasia,1962,25.0,Monsoon,Am,,,Caribbean Hindustani,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Bihari, Western Magadhan, Bhojpuric",ISO 639-3: hns,cari1275,Trinidad and Tobago,17194,,"Between 1874 and 1917, over 100,000 Indian immigrants left homes in Uttar Pradesh, Madras, Calcutta, Bihar, and more, to work and live as indentured laborers in Trinidad. The demand for Indian immigrant workers increased dramatically after the abolition of slavery in 1834. They were sent, sometimes in large numbers, to plantation colonies producing high value crops such as sugar in Africa and the Caribbean."
10.69,-61.32,10.45,-61.29,Central America,E Caribbean,Lesser Antilles/ Windward Islands,Trinidad & Tobago,Lopinot,,Western Europe,1962,5.0,Monsoon,Am,,,Patois,Indo-European,"Indo-European, Italic, Latinic, Romance, Oil, Macro-French, Circum-Caribbean French, Saint Lucian Creole French",,pato1243,Trinidad and Tobago,30027,,
11.21,-60.69,10.45,-61.29,Central America,E Caribbean,Lesser Antilles/ Windward Islands,Trinidad & Tobago,Tobago,Tobagonian,Tropical Gardeners,1962,3.0,Monsoon,Am,,,Tobagonian Creole English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Eastern Carribean Creole, Grenada-Tobago Creole",ISO 639-3: tgh,toba1282,Trinidad and Tobago,27226,,
10.83,-60.94,10.45,-61.29,Central America,E Caribbean,Lesser Antilles/ Windward Islands,Trinidad & Tobago,Toco,,Tropical Gardeners,1962,10.0,Monsoon,Am,AH-Afro-America,scfal982,Trinidadian Creole English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Macro-English, Eastern Carribean Creole, Barbados-Trinidad",ISO 639-3: trf,trin1276,Trinidad and Tobago,27248,,
